flight_icao,dep_iata,arr_iata,aircraft_icao
SKW5496,ORD,XNA,E75L
SKW5516,ORD,ASE,CRJ7
SKW5525,DEN,MKE,CRJ7
SKW5532,ORD,SGF,CRJ2
SKW5534,SFO,MCI,E75L
SKW5575,DEN,PSP,CRJ7
SKW5579,IAH,BNA,E75L
SKW5590,SFO,SLC,E75L
SKW5591,LAX,FAT,CRJ2
SKW5608,IAH,SLC,E75L
SKW5612,SFO,SMF,CRJ7
SKW5626,DEN,HSV,E75L
SKW5691,SFO,BUR,CRJ1
SKW5717,ORD,OKC,CRJ2
SKW5744,LAX,SLC,E75L
SKW5761,ORD,COS,E75L
SKW5864,SMF,LAX,CRJ2
SKW5932,DEN,TUL,CRJ2
SKW5939,DEN,GSP,E75L
SKW5949,SFO,SBP,CRJ2
SKW5977,LAX,BOI,CRJ2
SKW6240,LAX,TUS,E75L
SKW6243,LAX,SEA,E75L
SKW6247,LAX,OKC,E75L
SKW6258,ABQ,PHX,E75L
SKW6259,LAX,LAX,E75L
SKW6277,SBP,PHX,E75L
SKW6280,PDX,LAX,E75L
SKW6283,LAX,ELP,E75L
SKW6287,SEA,LAX,E75L
SKW6290,SMF,LAX,E75L
SKW6299,ELP,PHX,E75L
SKW6305,ABQ,LAX,E75L
SKW6315,LAX,ABQ,E75L
SKW908W,STS,STS,E75L
SKW923V,SNA,STS,E75L
SKW969Y,LAX,SJC,E75L
SKW973E,SFO,SFO,E75L
SKW9900,GRK,DFW,CRJ7
SKX5250,LIM,PIU,A20N
SKX5288,LIM,TRU,A20N
SKX5554,CUN,LIM,A20N
SKX5581,PUJ,LIM,A20N
SKY153,SDJ,UKB,B738
SKY163,UKB,SHI,B738
SKY171,UKB,CTS,B738
SKY302,KOJ,HND,B738
SKY381,KOJ,ASJ,B738
SKY512,OKA,HND,B738
SKY513,HND,OKA,B738
SKY514,OKA,HND,B738
SKY541,OKA,SHI,B738
SKY7,HND,FUK,B738
SKY710,CTS,HND,B738
SKY772,CTS,FUK,B738
SKY8,FUK,HND,B738
SKY831,IBR,FUK,B738
SLH390,DFW,LNK,BE9L
SLI129,BJX,MEX,E190
SLI167,CUL,MEX,E190
SLI2035,OAX,MEX,E190
SLI2043,OAX,NLU,E190
SLI2172,MEX,CUL,E190
SLI2525,MTT,MEX,E190
SLI255,GDL,MEX,E190
SLI2598,MEX,REX,E190
SLI2600,MEX,DGO,E190
SLI374,MEX,TAP,E190
SLI395,HUX,MEX,E190
SLI638,MEX,SAT,E190
SLI861Z,VER,MEX,E190
SMR103,DYU,IST,B739
SNC1080,TUS,PHX,SH36
SNC1469,MKE,SDF,SH36
SNJ13,HND,KMJ,B738
SNJ14,KMJ,HND,B738
SNJ22,OKA,HND,B738
SNJ32,NGS,HND,B738
SNJ33,HND,NGS,B738
SNJ55,HND,KMI,B738
SNJ74,KOJ,HND,B738
SNJ83,KOJ,OKA,B738
SNJ93,HND,OIT,B738
SRD30,DSA,DSA,BE20
SRQ6112,WNP,MNL,AT76
SRQ6546,CEB,CYP,AT76
SRQ6718,CGY,CEB,AT76
SRQ6844,IAO,MNL,AT76
SRR6374,CGN,LYS,B763
SRR6382,CGN,MRS,B762
SRR6566,CGN,EMA,B762
SRR6978,CGN,EMA,B762
STW1126,OVB,AYT,A332
SUB1017,ICT,TUL,B190
SUB1049,SAV,ATL,C208
SUT7044,YHY,YZF,AT73
SUT8143,YWG,YZF,RJ1H
SUY3,NSN,KBZ,P68
SVA1015,RUH,JED,B78X
SVA107,RUH,LHR,B77W
SVA111,RUH,LHR,B77W
SVA1127,DMM,JED,A321
SVA1255,ELQ,JED,A320
SVA1325,HAS,JED,A320
SVA143,RUH,CDG,B77W
SVA1552,TUU,JED,A320
SVA1640,JED,AHB,A320
SVA1661,RUH,AHB,A320
SVA1762,JED,GIZ,A320
SVA1782,GIZ,JED,A320
SVA1800,GIZ,RUH,A320
SVA20,JFK,JED,B77W
SVA3351,RUH,CAI,A333
SVA38,IAD,RUH,B77W
SVA420,ADD,JED,A333
SVA529,BAH,JED,A320
SVA599,DXB,JED,A320
SVA700,JED,KHI,A333
SVA705,KHI,JED,A333
SVA722,JED,ISB,B77W
SVA734,JED,LHE,B77W
SVA737,LHE,JED,B77W
SVA754,JED,HYD,A333
SVA773,BOM,JED,B77W
SVA779,DEL,JED,B77W
SVA784,JED,COK,A333
SVA803,DAC,JED,B77W
SVA806,RUH,DAC,B77W
SVA808,JED,DAC,B77W
SVA816,JED,CGK,B77W
SVA818,JED,CGK,B77W
SVA820,MED,CGK,B77W
SVA823,CGK,JED,B77W
SVA830,MED,KUL,B789
SVA834,JED,KUL,B78X
SVA862,RUH,MNL,B77W
SVA890,JED,LKO,A333
SVA898,RUH,ICN,B789
SVA962,RUH,HKG,B77L
SVA979,DAC,RUH,B77L
SVA989,HYD,RUH,B77L
SVR1338,KEJ,AER,A320
SVR1383,AER,OMS,A320
SVR145,KUF,AER,A320
SVR198,PKC,VVO,A20N
SVR2423,ZIA,DYU,A321
SVR2426,LBD,ZIA,A321
SVR2448,OSS,ZIA,A321
SVR2550,IKU,DME,A320
SVR28,AER,LED,A21N
SVR2804,FRU,DME,A321
SVR2909,DME,OSS,A321
SVR2969,DME,TJU,A20N
SVR365,SVX,IKT,A320
SVR457,DME,AER,A321
SVR472,AER,DME,A320
SVR523,SVX,AER,A320
SVR547,LED,AER,A21N
SVR565,SVX,AER,A321
SVR6006,AER,DME,A321
SVR652,BAX,DME,A21N
SVR8970,TJU,DME,A320
SVR8975,DME,LBD,A321
SVR9693,NJC,MCX,A321
SVR99,OVB,DME,A21N
SWA1003,SJC,HOU,B737
SWA1011,OAK,HOU,B738
SWA102,LAS,LAX,B737
SWA1020,LAS,IAH,B737
SWA1035,STL,PHL,B738
SWA104,GEG,MDW,B737
SWA1048,DEN,SMF,B737
SWA1049,SAN,PIT,B737
SWA105,BWI,SDF,B738
SWA1050,BNA,MKE,B737
SWA1051,TPA,DAL,B38M
SWA1057,PHX,STL,B738
SWA106,BUR,SJC,B737
SWA1064,MCO,SNA,B737
SWA1077,ATL,MSY,B38M
SWA1083,BWI,STL,B737
SWA1089,HNL,SJC,B38M
SWA110,DEN,MDW,B738
SWA1113,MDW,PVD,B738
SWA1143,DEN,MSY,B737
SWA1148,ATL,SRQ,B738
SWA1160,SFO,LAS,B737
SWA1163,AUS,PIT,B737
SWA1175,MIA,MDW,B737
SWA1187,LAS,HOU,B737
SWA1195,KOA,SJC,B738
SWA1196,MDW,BWI,B737
SWA1209,LGA,BNA,B738
SWA121,LAS,CMH,B737
SWA1226,AUS,DEN,B737
SWA1227,IAD,DCA,B737
SWA124,LAS,DEN,B738
SWA1245,DEN,LAS,B737
SWA1249,ATL,DEN,B737
SWA1253,LGB,SMF,B737
SWA1258,RDU,SJC,B737
SWA1263,DCA,SJC,B737
SWA1269,SAT,PHX,B38M
SWA1273,OMA,PHX,B737
SWA1274,DEN,BWI,B738
SWA1277,STL,BWI,B737
SWA1282,MCO,MDW,B738
SWA1286,ATL,MDW,B738
SWA1288,TPA,ATL,B738
SWA1300,LAX,SMF,B737
SWA1307,STL,TPA,B738
SWA1317,AUS,BHM,B738
SWA133,PHX,OMA,B738
SWA134,DEN,DSM,B738
SWA1340,PHX,IAD,B738
SWA1341,STL,LGA,B737
SWA1343,HOU,SEA,B737
SWA1349,SEA,DEN,B738
SWA1363,LAX,OAK,B737
SWA1369,LGB,HOU,B737
SWA1377,HOU,PHX,B737
SWA1386,SMF,PHX,B737
SWA1387,SAT,LAS,B737
SWA1391,BWI,PHX,B38M
SWA140,LAX,LAS,B738
SWA1407,ATL,LAX,B38M
SWA1414,BNA,FLL,B738
SWA1419,HNL,SMF,B38M
SWA1422,SNA,PHX,B737
SWA1428,PIT,SEA,B738
SWA1430,TUL,DEN,B737
SWA1432,MDW,DTW,B737
SWA1435,OGG,SJC,B38M
SWA1441,SAN,SMF,B737
SWA1444,MCO,BWI,B738
SWA1458,DAL,LAS,B737
SWA1466,SJC,TPA,B738
SWA1467,BWI,PSP,B738
SWA147,SMF,SAN,B737
SWA1471,LGA,DAL,B738
SWA1478,LAS,DAL,B737
SWA1479,FLL,SJU,B738
SWA1495,OAK,PHX,B737
SWA1499,IND,RNO,B737
SWA1501,MSY,MCO,B38M
SWA1504,BNA,IAH,B737
SWA1507,LAX,AUS,B737
SWA1509,SJC,DAL,B38M
SWA151,DEN,DTW,B737
SWA1511,ELP,DAL,B737
SWA1520,COS,PHX,B738
SWA1522,STL,ABQ,B737
SWA1525,ONT,AUS,B737
SWA1537,VPS,DEN,B737
SWA154,MCO,MDW,B738
SWA1542,CMH,DEN,B38M
SWA1544,KOA,OAK,B38M
SWA1555,SEA,BUR,B737
SWA1558,HNL,MDW,B738
SWA1563,BNA,LGA,B737
SWA1564,PHL,SAN,B738
SWA1566,IND,PHX,B38M
SWA1568,PDX,LGB,B737
SWA157,AUS,PHX,B737
SWA1591,SNA,DEN,B38M
SWA1597,MCI,MCO,B737
SWA1598,DEN,IND,B738
SWA160,SMF,MCI,B737
SWA1601,SAN,SJC,B737
SWA161,FLL,DCA,B737
SWA1615,DAL,MDW,B738
SWA1629,DEN,TPA,B737
SWA1631,OAK,HNL,B38M
SWA1650,DAL,TPA,B737
SWA1661,OAK,HOU,B737
SWA1676,HOU,MCO,B737
SWA1690,DEN,MKE,B737
SWA1693,PDX,LAS,B737
SWA1694,ORD,LAS,B737
SWA1696,BWI,BNA,B737
SWA1698,OAK,OGG,B738
SWA1704,MCI,LAS,B737
SWA1712,MIA,HOU,B738
SWA1716,DEN,BNA,B738
SWA1718,SMF,MCI,B737
SWA1730,BWI,FLL,B738
SWA1733,BNA,LAX,B738
SWA1737,HNL,OAK,B38M
SWA1740,MHT,MDW,B737
SWA1745,LGA,MDW,B738
SWA1759,PBI,MSP,B738
SWA1764,MKE,DEN,B737
SWA1767,LAX,TUL,B38M
SWA1771,CVG,BWI,B737
SWA1776,LGA,MDW,B38M
SWA1780,STL,DCA,B737
SWA1784,BLI,OAK,B737
SWA1795,PHX,SMF,B738
SWA1797,SJU,BOS,B738
SWA1799,TUL,LAS,B737
SWA1813,OAK,LAS,B38M
SWA1840,LAS,PIT,B738
SWA1845,OGG,OAK,B38M
SWA1854,DEN,TUL,B737
SWA1863,AUS,MAF,B738
SWA1869,BWI,HOU,B737
SWA1870,MSY,BNA,B737
SWA188,MHT,FLL,B737
SWA1882,LAS,FAT,B737
SWA1894,MIA,BWI,B738
SWA1897,SJC,MDW,B738
SWA1899,CHS,MDW,B738
SWA1902,SAN,HNL,B38M
SWA1904,MKE,DEN,B737
SWA1905,PDX,LAS,B737
SWA1912,IAH,LAS,B38M
SWA1921,SNA,SMF,B737
SWA1924,LAS,DEN,B38M
SWA1929,SJC,BNA,B737
SWA193,HOU,TPA,B737
SWA1938,SJC,AUS,B737
SWA194,VPS,BWI,B737
SWA1941,SAN,HOU,B38M
SWA1946,OAK,MDW,B38M
SWA1960,OMA,MDW,B737
SWA197,DAL,ATL,B738
SWA1978,LGA,DEN,B738
SWA1979,DAL,IND,B38M
SWA1980,JAX,LAS,B737
SWA1983,SJC,DEN,B737
SWA1993,DCA,DEN,B737
SWA1997,LGA,HOU,B738
SWA201,BWI,AUS,B737
SWA2024,SMF,DAL,B737
SWA2028,RNO,PHX,B38M
SWA2029,MCO,MCI,B738
SWA2032,PHX,SJC,B737
SWA2043,MDW,DAL,B738
SWA2046,HRL,DEN,B737
SWA205,BWI,MHT,B737
SWA2050,LGB,LAS,B737
SWA2054,HNL,SAN,B38M
SWA2057,STL,PHX,B738
SWA2061,DAL,SLC,B737
SWA2062,MDW,HOU,B738
SWA2066,DCA,BWI,B737
SWA2069,MSY,ELP,B38M
SWA2078,HOU,SEA,B737
SWA2082,HOU,MCO,B737
SWA2085,SLC,CHS,B738
SWA2090,DEN,BWI,B738
SWA2097,PHX,TPA,B738
SWA2098,DAL,BNA,B737
SWA2104,DAL,FLL,B738
SWA2114,SMF,LAS,B737
SWA2124,SAN,SMF,B38M
SWA2128,OGG,LAX,B38M
SWA2134,SAT,DEN,B738
SWA2137,LAS,SFO,B737
SWA2158,BWI,MCO,B738
SWA2159,HOU,MCI,B737
SWA2166,STL,MIA,B738
SWA2169,DEN,PSP,B737
SWA2182,PDX,PHX,B737
SWA2187,RSW,BWI,B737
SWA2188,MDW,MCO,B737
SWA2190,OAK,SRQ,B738
SWA2200,SAN,EUG,B738
SWA2221,TPA,MCI,B737
SWA223,DEN,ATL,B737
SWA2238,DEN,MYR,B737
SWA2245,MDW,OAK,B737
SWA2248,MKE,MCO,B737
SWA2254,LAS,LIH,B38M
SWA2262,ELP,IND,B738
SWA2266,SJC,SAN,B737
SWA2269,MCO,MCI,B738
SWA2271,HNL,KOA,B38M
SWA2275,ORD,PHX,B737
SWA2280,DEN,DAL,B737
SWA2302,MDW,SEA,B738
SWA2304,HRL,HOU,B737
SWA2305,MCO,PVD,B737
SWA2312,SRQ,AMA,B738
SWA2313,PHL,SJC,B737
SWA2320,BNA,SAT,B738
SWA2323,SMF,SAN,B737
SWA2327,LAS,OAK,B737
SWA2332,PHL,SAT,B737
SWA2349,MDW,DEN,B738
SWA235,MCO,CMH,B737
SWA2352,BWI,PWM,B38M
SWA2354,OMA,SEA,B737
SWA2359,SLC,OAK,B738
SWA2364,AUS,BWI,B38M
SWA237,BWI,MCO,B737
SWA2396,FLL,MCI,B737
SWA2397,PHX,CMH,B738
SWA2399,HNL,LAX,B738
SWA2420,SEA,SJC,B737
SWA2424,BWI,MSY,B38M
SWA2432,LAS,BNA,B738
SWA2449,SJC,SAN,B737
SWA2452,PHX,DAL,B738
SWA246,SJC,HNL,B738
SWA2461,AUS,SNA,B737
SWA2465,MCI,PHX,B737
SWA2476,MCO,SEA,B38M
SWA2488,KOA,HNL,B38M
SWA2495,SFO,SAN,B737
SWA2498,ORD,LAS,B737
SWA2502,LGA,DEN,B38M
SWA2507,CMH,TPA,B737
SWA2510,IND,DEN,B737
SWA2529,ABQ,LAS,B737
SWA2533,OAK,SAN,B737
SWA255,STL,RSW,B738
SWA256,DAL,DEN,B737
SWA2567,MCO,IND,B737
SWA2580,RDU,CLE,B737
SWA2581,MAF,PIT,B738
SWA2584,DCA,MCI,B737
SWA2592,ALB,LAS,B738
SWA2600,BNA,DCA,B737
SWA2625,CMH,MCO,B737
SWA2628,LAS,SJC,B738
SWA2661,AUS,AMA,B737
SWA2672,BNA,TPA,B737
SWA2681,OAK,MCO,B737
SWA2696,MDW,BOS,B738
SWA2720,ATL,LGA,B738
SWA2722,LIH,OAK,B38M
SWA2724,MIA,PHX,B738
SWA2729,BNA,LAS,B738
SWA2736,PDX,SAN,B737
SWA2752,SAN,STL,B738
SWA2754,SAN,TPA,B737
SWA2766,BWI,RDU,B737
SWA2785,DAL,DCA,B737
SWA2790,IAD,MDW,B737
SWA2807,STL,IAD,B737
SWA2834,MDW,LAS,B738
SWA2840,BWI,MKE,B737
SWA2845,MSY,DAL,B737
SWA2856,AUS,MDW,B38M
SWA286,ATL,BWI,B738
SWA2867,MCI,MCO,B738
SWA2874,DSM,PHX,B737
SWA2879,LAX,DAL,B737
SWA2885,MDW,MIA,B738
SWA2887,SAN,SFO,B737
SWA290,STL,TPA,B738
SWA291,BHM,MCO,B738
SWA2911,ATL,DCA,B737
SWA2917,HOU,DEN,B737
SWA2919,MIA,SLC,B738
SWA2933,LAS,RNO,B737
SWA2934,AUS,ATL,B738
SWA2935,DEN,OAK,B737
SWA294,DCA,HOU,B737
SWA295,DEN,ABQ,B738
SWA2985,DCA,ORD,B737
SWA2995,ORD,DAL,B737
SWA3037,BWI,MCI,B737
SWA3055,MDW,BWI,B737
SWA3062,MCO,OAK,B737
SWA310,DEN,SEA,B737
SWA3102,DAL,MDW,B738
SWA3121,SLC,LAS,B737
SWA3133,TUS,AUS,B738
SWA3144,DEN,SNA,B737
SWA3154,PHX,PDX,B737
SWA3155,SFO,HOU,B737
SWA3159,LAS,ORD,B737
SWA3166,BNA,MDW,B738
SWA3167,BZN,ORD,B737
SWA3170,BWI,MDW,B737
SWA320,MDW,SMF,B737
SWA321,SMF,PHX,B737
SWA331,MCI,TPA,B737
SWA334,MCO,AUS,B737
SWA335,DAL,BDL,B738
SWA342,DEN,MSP,B738
SWA344,OKC,DEN,B737
SWA352,SJC,DEN,B737
SWA360,BOS,STL,B737
SWA3696,MDW,LAX,B738
SWA381,MCO,DAL,B737
SWA385,PVD,MCO,B737
SWA388,LIH,SJC,B38M
SWA403,MDW,DEN,B737
SWA405,TPA,DEN,B738
SWA417,TUS,LGB,B738
SWA420,FLL,MDW,B737
SWA423,MDW,RDU,B738
SWA430,DEN,JAX,B737
SWA4377,DEN,AUS,B737
SWA44,DAL,PHX,B738
SWA450,BUR,SMF,B737
SWA4588,ISP,JAX,B738
SWA459,LAS,BWI,B738
SWA465,DCA,DAL,B737
SWA468,BOS,TPA,B38M
SWA470,DAL,MCO,B737
SWA474,BWI,HOU,B737
SWA475,BOI,LAS,B738
SWA478,OAK,SAN,B737
SWA484,RNO,LAX,B738
SWA489,FLL,MDW,B738
SWA49,HOU,IND,B738
SWA491,LAS,PHL,B737
SWA500,BOI,AUS,B737
SWA505,DEN,PHX,B737
SWA516,PDX,DEN,B737
SWA518,LAS,MCI,B737
SWA526,EUG,OAK,B738
SWA53,ELP,MSY,B737
SWA531,PHX,ABQ,B738
SWA534,SAN,PDX,B737
SWA538,DEN,OAK,B737
SWA541,SJC,OGG,B38M
SWA542,SEA,LAS,B738
SWA543,MCO,DEN,B737
SWA5454,STL,MSP,B737
SWA548,PHX,BWI,B738
SWA553,SJU,MCO,B738
SWA556,OKC,ELP,B38M
SWA557,BNA,MSY,B738
SWA562,DEN,RDU,B737
SWA568,BWI,BOS,ZVEH
SWA57,LBB,CRP,B737
SWA588,DAL,BWI,B738
SWA610,SJC,BUF,B738
SWA639,FLL,BWI,B737
SWA644,IND,FLL,B737
SWA646,DEN,SFO,B737
SWA6502,MSY,TPA,B737
SWA6507,AUS,BNA,B737
SWA6509,TPA,BWI,B737
SWA6515,BOI,ONT,B737
SWA659,DAL,IAH,B737
SWA668,AUS,LAS,B737
SWA686,MDW,CLT,B738
SWA688,BLI,SMF,B737
SWA697,LAS,ABQ,B737
SWA701,PIT,DEN,B737
SWA711,KOA,OGG,B38M
SWA712,CRP,MDW,B738
SWA716,OKC,PHX,B738
SWA736,FLL,AUS,B737
SWA743,BNA,MSY,B737
SWA754,BWI,ORD,B737
SWA762,HOU,MEM,B737
SWA769,MDW,RSW,B38M
SWA784,LAS,RNO,B737
SWA792,TUS,SMF,B38M
SWA802,DCA,LAS,B737
SWA807,GEG,OAK,B737
SWA815,LAS,STL,B38M
SWA825,MCI,DEN,B737
SWA836,MSY,HOU,B737
SWA847,BNA,MSP,B737
SWA861,PHX,MDW,B738
SWA874,AUS,LGB,B737
SWA879,DEN,HRL,B737
SWA887,LAX,MDW,B738
SWA893,BWI,MCO,B737
SWA895,ONT,GEG,B38M
SWA897,BNA,AUS,B738
SWA898,LAS,OAK,B737
SWA899,HOU,DCA,B737
SWA9009,DAL,LAX,B737
SWA9010,STL,DEN,B737
SWA904,ORF,BWI,B38M
SWA915,PHX,SJC,B737
SWA942,STL,BOS,B738
SWA948,AUS,MCO,B737
SWA949,RNO,LAS,B737
SWA951,AUS,BUF,B738
SWA954,OAK,LAS,B737
SWA957,HNL,LGB,B38M
SWA961,MIA,MDW,B738
SWA964,MCO,MKE,B738
SWA967,TPA,SLC,B738
SWA971,DCA,SMF,B737
SWA978,BDL,DAL,B737
SWA979,MDW,PHX,B738
SWA983,AUS,BNA,B737
SWA991,AUS,TPA,B737
SWA994,AUS,SBA,B737
SWA996,SMF,ONT,B737
SWE03C,GOT,ARN,PC24
SWG378,YUL,VRA,B38M
SWG379,VRA,YUL,B738
SWG522,PVR,YYZ,B738
SWG675,VRA,YVR,B38M
SWG725,LIR,YYZ,B38M
SWN5781,MPL,BIA,B734
SWQ1814,RNO,PHX,B738
SWQ9418,DEN,SAT,B734
SWR147,DEL,ZRH,A333
SWR15,JFK,ZRH,A333
SWR177,SIN,ZRH,B77W
SWR23,JFK,GVA,A333
SWR282,ZRH,JNB,A343
SWR283,JNB,ZRH,A343
SWR65,MIA,ZRH,B77W
SWR87,YUL,ZRH,A333
SWR9,ORD,ZRH,A333
SWR92,ZRH,GRU,B77W
SWR93,GRU,ZRH,B77W
SWT1810,CGN,VIT,B752
SWT184,MAD,LPA,AT75
SXS1UF,FMO,AYT,B738
SXS286,AYT,DUS,B738
SXS2AK,CGN,ADB,B738
SXS2J,CGN,AYT,B738
SXS31K,HAJ,AYT,B738
SXS3N,NUE,AYT,B738
SXS3W,CGN,AYT,B38M
SXS4KE,AYT,PRN,B38M
SXS4L,SZF,DUS,B738
SXS5155,TIA,AYT,B38M
SXS5DY,ADB,BER,B738
SXS5FZ,HAJ,SZF,B738
SXS5G,ADB,CGN,B738
SXS5NF,ADB,MUC,B738
SXS61Y,ADB,NUE,B738
SXS65Y,PAD,AYT,A320
SXS6UC,PAD,AYT,B738
SXS7HB,ADB,STR,B738
SXS7U,HAJ,ADB,B738
SXS8BU,ASR,DUS,B38M
SXS8E,GZT,FRA,B738
SXS8HQ,CGN,AYT,B738
SXS8V,EZS,STR,B738
SXS934,ADB,ARN,B738
SXS942,ADB,HEL,B738
SXS9EV,HAJ,AYT,B738
SYL473,YKS,VKO,B738
SYL479,YKS,MRV,B737
SYL9796,IKT,UFA,B738
SZN2010,CKY,DSS,A339
SZN341,DSS,COO,A319
SZN403,DSS,CDG,A343
TAA617,SHV,SLW,SW4
TAI397,SAL,MGA,A20N
TAI523,LAX,SAL,A319
TAI560,SAL,SFO,A20N
TAI563,SFO,SAL,A20N
TAI566,SAL,JFK,A320
TAI570,SAL,JFK,A320
TAI583,IAD,SAL,A320
TAM3036,CGH,CNF,A320
TAM3072,CGH,CWB,A20N
TAM3084,CGH,FOR,A320
TAM3104,CGH,GYN,A320
TAM3162,CGH,POA,A320
TAM3172,CGH,REC,A320
TAM3181,SDU,GRU,A319
TAM3203,SSA,GRU,A320
TAM3222,GRU,VIX,A320
TAM3246,GRU,BEL,A320
TAM3262,GRU,BSB,A320
TAM3264,GRU,BSB,A321
TAM3270,GRU,CGB,A320
TAM3286,GRU,CWB,A320
TAM3305,FLN,GRU,A320
TAM3316,GRU,FOR,A321
TAM3404,BSB,BEL,A321
TAM3470,GRU,POA,A321
TAM3484,GRU,SLZ,A321
TAM3509,CNF,GRU,A321
TAM3522,GRU,FLN,A320
TAM3524,BSB,FOR,A321
TAM3527,FOR,GRU,A321
TAM3562,GRU,MCZ,A320
TAM3668,GRU,POA,A320
TAM3685,REC,GRU,A321
TAM3686,GRU,REC,A320
TAM3708,BSB,BVB,A320
TAM3718,BSB,CNF,A321
TAM3750,BSB,MAO,A320
TAM3757,MCZ,BSB,A321
TAM3770,BSB,PVH,A320
TAM3772,BSB,RBR,A320
TAM3814,BSB,OPS,A319
TAM3838,GRU,IGU,A319
TAM3913,MAO,GRU,A321
TAM4503,BEL,GRU,A321
TAM8014,GRU,AEP,A320
TAM8065,MAD,GRU,B789
TAM8071,FRA,GRU,B77W
TAM8072,GRU,MXP,B77W
TAM8085,LHR,GRU,B77W
TAM8113,MEX,GRU,B763
TAM8146,GRU,LIS,B763
TAM8181,JFK,GRU,B789
TAM8191,MIA,GRU,B77W
TAO751,LRD,MEX,AT46
TAO799,MFE,MEX,AT76
TAO935,MEX,PXM,AT76
TAP104,CNF,LIS,A339
TAP12,REC,LIS,A339
TAP1480,DSS,LIS,A319
TAP1528,ACC,LIS,A21N
TAP15C,SID,LIS,A21N
TAP202A,EWR,LIS,A21N
TAP218,BOS,LIS,A21N
TAP224,MIA,LIS,A339
TAP2334,RAI,LIS,A320
TAP243,LIS,ORD,A339
TAP260,YYZ,LIS,A21N
TAP276,CUN,LIS,A339
TAP289,LIS,LAD,A339
TAP36,FOR,LIS,A339
TAP58,BSB,LIS,A332
TAP74,GIG,LIS,A339
TAP75,LIS,GIG,A339
TAP76,GIG,OPO,A339
TAP82,GRU,LIS,A339
TAP83,LIS,GRU,A339
TAP87,LIS,GRU,A339
TAP88,GRU,LIS,A339
TAR635,CDG,DJE,A320
TAX601,NRT,BKK,A333
TAY4068,CDG,ARN,B738
TAY4215,CDG,CPH,B738
TAY4815,CDG,CGN,B734
TAY802,PVG,ALA,B744
TAY816,HGH,NQZ,B744
TBA9891,CTU,SJW,A320
TEK644,YUL,TEB,PC12
TFL30Y,LPA,AMS,B38M
TFL377,BON,AMS,B788
TGN729,HLP,MDC,B733
TGU321,SAP,GUA,AT75
TGW280,SIN,DPS,B789
TGW305,SGN,SIN,A21N
TGW426,SIN,PEN,A320
TGW490,SIN,BKI,A20N
TGW597,JED,SIN,B788
TGW624,SIN,BKK,B788
TGW712,SIN,ATH,B788
TGW818,SIN,KIX,B788
TGW898,TPE,NRT,A20N
THA332,DEL,BKK,B772
THA403,BKK,SIN,A359
THA465,BKK,MEL,A359
THA466,MEL,BKK,A359
THA475,BKK,SYD,B77W
THA476,SYD,BKK,B77W
THA481,BKK,PER,B789
THA504,JED,BKK,B772
THA600,BKK,HKG,B77W
THA657,ICN,BKK,A359
THA676,BKK,NRT,B77W
THA683,HND,BKK,B788
THA910,BKK,LHR,B77W
THA917,LHR,BKK,B788
THA920,BKK,FRA,B77W
THA923,FRA,BKK,B77W
THA924,BKK,MUC,A359
THA930,BKK,CDG,B77W
THA950,BKK,CPH,B77W
THA960,BKK,ARN,A359
THA970,BKK,ZRH,B77W
THD130,BKK,CEI,A320
THD201,BKK,HKT,A320
THD21,UBP,BKK,A320
THD3,UTH,BKK,A320
THD550,BKK,SGN,A320
THD560,BKK,HAN,A320
THT7,LAX,PPT,B789
THT8,LAX,CDG,B789
THY10,LAX,IST,B77W
THY11,IST,JFK,B77W
THY13T,MIA,IST,B789
THY141,RUH,IST,A21N
THY151,DMM,IST,A321
THY162,IST,SGN,B789
THY176,IST,MRU,A333
THY181,CUN,IST,B77W
THY182,IST,MEX,B77W
THY183,CCS,IST,B789
THY192,DFW,IST,B789
THY198,IST,HND,B77W
THY199,HND,IST,B77W
THY19Y,SFO,IST,B789
THY1FK,EBL,IST,A321
THY2,JFK,IST,B77W
THY20,IST,ICN,A333
THY2023,ASR,IST,B38M
THY212,VKO,AYT,A321
THY2185,ESB,IST,B738
THY223,IST,CCS,B789
THY24,IST,TPE,B77W
THY256,IST,HSA,B38M
THY25K,SFO,IST,B77W
THY260,IST,FEG,A21N
THY264,IST,MNL,A359
THY266,IST,BHK,A21N
THY2819,SZF,IST,B739
THY28J,ADD,IST,B38M
THY2962,KZN,DLM,B738
THY29M,IST,EWR,B789
THY2GC,BGW,SAW,B38M
THY2KP,ADA,IST,B739
THY2QM,DLM,IST,B738
THY3007,ADA,AYT,B39M
THY3023,VNO,AYT,B739
THY3139,VKO,AYT,A321
THY3155,VKO,AYT,A321
THY3159,VKO,AYT,A321
THY337,VKO,AYT,A321
THY34,IAH,IST,B77W
THY344,IST,FRU,A21N
THY347,FRU,IST,A21N
THY349,FRU,IST,A21N
THY351,ALA,IST,A333
THY355,NQZ,IST,B738
THY3659,LED,AYT,A321
THY3661,KZN,AYT,A321
THY368,IST,TAS,A359
THY3690,DLM,LED,A321
THY3701,VKO,DLM,A321
THY371,TAS,IST,A359
THY3735,DME,BJV,A321
THY377,TBS,IST,A332
THY387,TBS,IST,A21N
THY38G,IST,MIA,B77W
THY3973,TJM,AYT,B738
THY3QY,KWI,IST,A332
THY4,JFK,IST,B77W
THY4002,VKO,AYT,A321
THY4008,VKO,DLM,A321
THY404,LED,IST,A321
THY4055,FRU,AYT,B39M
